-0.026247568	-0.047621872	0.107297055	-0.047123417	-0.05182408	0.0035198068	-0.062091313	0.08040701	0.051129073	0.023426222	0.06507083	-0.07781644	-0.08482589	-0.06703821	-0.0136487875	0.0030888661
0.01833037	-0.037286494	0.04591452	0.028275717	-0.016244981	0.020027332	0.029670607	0.1015081	0.06942111	-0.040369738	0.08587289	-0.11692551	-0.036248397	-0.0882569	0.03731541	-0.01922095
0.048043143	-0.08066072	0.11465623	-0.00836267	-0.057793256	0.07498089	0.050097104	0.06922147	-0.058028623	0.058887754	0.08370115	-0.061234973	-0.07530316	-0.033217195	0.072775245	0.040537767
-0.009726324	-0.0079653	0.085299805	-0.0334268	-0.104959644	-0.0070860195	0.02621671	0.10079756	0.033970617	0.08270263	0.08029478	-0.067623496	-0.10505473	-0.14898095	0.083366	-0.0114532
0.05038703	-0.0380888	0.07219422	0.050723873	-0.08434317	-0.007984599	-0.04806033	0.046388354	0.02571562	0.02533245	-0.018515524	-0.08672006	-0.12162245	-0.0033280307	-0.006275362	0.0005863797
0.017599246	0.049117494	0.14500888	0.022312703	-0.059696738	-0.044612214	-0.009562886	0.101298355	-0.07244393	0.07395776	0.10645546	-0.07439786	-0.1217733	-0.0042713666	0.015288609	-0.06738697
0.03265048	-0.018765545	0.07333348	0.07861886	-0.11888658	0.007679965	-0.022770796	0.047592398	0.017977418	0.087551095	-0.00730317	-0.12899049	-0.045212217	-0.031184006	0.09287021	0.018671168
-0.00032394746	0.057044234	0.019265853	-0.039864253	-0.064438805	-0.069153175	-0.024663376	0.04333769	0.03450332	0.018950868	0.06728486	-0.018998088	-0.06182539	-0.05354214	0.10198614	-0.011353588
0.02437266	-0.07229028	0.14121646	0.022653738	-0.105568945	0.061756346	0.009416268	0.13591623	0.018616606	-0.03857697	0.118409514	-0.07765946	-0.012346238	-0.015840901	0.05036941	0.034588262
0.014927379	-0.040423363	0.010918947	-0.014697063	-0.045726277	0.04241113	-0.031474985	0.06388622	-0.027042344	0.07593277	0.04006516	-0.06929413	-0.10190335	-0.09269128	-0.006966995	0.03265441
-0.00010724963	-0.08323641	-0.018704742	0.07198178	-0.02868006	0.010189894	-0.024347305	0.06798559	-0.007537459	0.03324167	-0.033368707	-0.1582372	-0.08310109	-0.05252499	0.022426402	0.0065976214
-0.01712581	-0.039314914	0.09601771	0.07770306	-0.061877456	0.0386371	-0.046807703	0.18300717	0.098985225	0.06395176	0.025404857	-0.16474979	-0.06283774	0.0045508724	0.0602624	-0.035878714
